"","Year","State","Fruit","Category","Item","Meas Type","Metric","Domain","Type","Name","Code","Value"
"1342",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","PYRETHRINS ","69001","1.6"
"1343",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","PYRIDABEN ","129105","(D)"
"1344",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","PYRIPROXYFEN ","129032","(D)"
"1345",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","SPINETORAM ","110007","1.5"
"1346",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","SPINOSAD ","110003","1.3"
"1347",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ","24875","1.1"
"1348",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ","60109","1.4"
"1349",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL ","61402","(D)"
"1350",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","CAPRIC ACID ","128955","(D)"
"1351",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","CAPRYLIC ACID ","128919","(D)"
"1352",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","CAPSICUM OLEORESIN EXTRACT ","70704","(D)"
"1353",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","CHLOROPICRIN ","81501","1.1"
"1354",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","DICHLOROPROPENE ","29001","1.1"
"1355",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","FLUTRIAFOL ","128940","1.6"
"1356",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","GARLIC OIL ","128827","(D)"
"1357",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","HYDROGEN PEROXIDE ","595","2"
"1358",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","IRON PHOSPHATE ","34903","(D)"
"1359",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","METAM-POTASSIUM ","39002","1.2"
"1360",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","MINERAL OIL ","63502","(D)"
"1361",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","PAECILOMYCES FUMOSOR ","115002","(D)"
"1362",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","PEROXYACETIC ACID ","63201","2"
"1363",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","POTASSIUM SILICATE ","72606","(D)"
"1364",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 ","6800","(D)"
"1365",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," APPLICATIONS"," AVG"," MEASURED IN NUMBER","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ","55809","1.3"
"1366",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ","128810","18"
"1367",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727 ","16489","(D)"
"1368",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600 ","129082","(D)"
"1369",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ","16482","48"
"1370",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS PUMILUS ","6485","(D)"
"1371",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS ","6479","11"
"1372",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BLAD ","30006","(D)"
"1373",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BORAX DECAHYDRATE ","11102","7"
"1374",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BOSCALID ","128008","10"
"1375",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19 ","6544","(D)"
"1376",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CAPTAN ","81301","45"
"1377",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","COPPER OCTANOATE ","23306","(D)"
"1378",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CYFLUFENAMID ","555550","41"
"1379",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CYPRODINIL ","288202","49"
"1380",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ","128847","(D)"
"1381",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FENHEXAMID ","90209","44"
"1382",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ","71503","49"
"1383",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUOPYRAM ","80302","39"
"1384",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD ","138009","23"
"1385",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FOSETYL-AL ","123301","(D)"
"1386",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","ISOFETAMID ","270000","(D)"
"1387",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","MEFENOXAM ","113502","11"
"1388",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT ","76416","(D)"
"1389",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL ","128857","44"
"1390",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ","90112","25"
"1391",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT ","230000","32"
"1392",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. ","73508","3"
"1393",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PROPICONAZOLE ","122101","21"
"1394",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN ","99100","35"
"1395",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ","288201","28"
"1396",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","QUINOLINE ","55459","37"
"1397",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","STREPTOMYCES LYDICUS ","6327","(D)"
"1398",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","SULFUR ","77501","88"
"1399",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TETRACONAZOLE ","120603","38"
"1400",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ","102001","29"
"1401",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIRAM ","79801","49"
"1402",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TOTAL",NA,"99"
"1403",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN ","129112","40"
"1404",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE ","128879","35"
"1405",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL ","128712","(D)"
"1406",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","FLUMIOXAZIN ","129034","12"
"1407",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT ","103601","(D)"
"1408",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","GLYPHOSATE POT. SALT ","103613","(D)"
"1409",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","NAPROPAMIDE ","103001","(D)"
"1410",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","OXYFLUORFEN ","111601","11"
"1411",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","PARAQUAT ","61601","(D)"
"1412",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","PENDIMETHALIN ","108501","20"
"1413",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","TOTAL",NA,"27"
"1414",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ABAMECTIN ","122804","20"
"1415",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACEQUINOCYL ","6329","42"
"1416",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACETAMIPRID ","99050","32"
"1417",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","AZADIRACHTIN ","121701","30"
"1418",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BEAUVERIA BASSIANA ","128924","(D)"
"1419",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENAZATE ","586","49"
"1420",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENTHRIN ","128825","45"
"1421",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 ","6523","61"
"1422",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ","6522","5"
"1423",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI EG7841 ","6453","(D)"
"1424",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11 ","6519","17"
"1425",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT SUB AIZAWAI GC-91 ","6426","(D)"
"1426",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BUPROFEZIN ","275100","(D)"
"1427",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA ","6534","(D)"
"1428",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CANOLA OIL ","11332","(D)"
"1429",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ","90100","43"
"1430",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA ","16329","7"
"1431",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE ","90098","19"
"1432",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN ","138831","49"
"1433",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","DIAZINON ","57801","(D)"
"1434",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ETOXAZOLE ","107091","(D)"
"1435",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FENBUTATIN-OXIDE ","104601","(D)"
"1436",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FENPROPATHRIN ","127901","25"
"1437",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FENPYROXIMATE ","129131","4"
"1438",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FLONICAMID ","128016","57"
"1439",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE ","122304","38"
"1440",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","HELICOVERPA ZEA NPV ","107300","(D)"
"1441",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX ","128849","26"
"1442",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","IMIDACLOPRID ","129099","10"
"1443",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","MALATHION ","57701","30"
"1444",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE ","121027","30"
"1445",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NALED ","34401","7"
"1446",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NEEM OIL ","25006","7"
"1447",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. ","25007","6"
"1448",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NOVALURON ","124002","49"
"1449",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","PETROLEUM DISTILLATE ","63503","(D)"
"1450",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","PIPERONYL BUTOXIDE ","67501","(D)"
"1451",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","POTASSIUM SALTS ","79021","(D)"
"1452",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","PYRETHRINS ","69001","3"
"1453",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","PYRIDABEN ","129105","(D)"
"1454",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","PYRIPROXYFEN ","129032","(D)"
"1455",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPINETORAM ","110007","48"
"1456",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPINOSAD ","110003","36"
"1457",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ","24875","7"
"1458",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ","60109","17"
"1459",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","TOTAL",NA,"99"
"1460",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL ","61402","(D)"
"1461",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","CAPRIC ACID ","128955","(D)"
"1462",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","CAPRYLIC ACID ","128919","(D)"
"1463",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","CAPSICUM OLEORESIN EXTRACT ","70704","(D)"
"1464",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","CHLOROPICRIN ","81501","66"
"1465",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","DICHLOROPROPENE ","29001","28"
"1466",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","FLUTRIAFOL ","128940","36"
"1467",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","GARLIC OIL ","128827","(D)"
"1468",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","HYDROGEN PEROXIDE ","595","5"
"1469",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","IRON PHOSPHATE ","34903","(D)"
"1470",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","METAM-POTASSIUM ","39002","9"
"1471",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","MINERAL OIL ","63502","(D)"
"1472",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","PAECILOMYCES FUMOSOR ","115002","(D)"
"1473",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","PEROXYACETIC ACID ","63201","5"
"1474",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","POTASSIUM SILICATE ","72606","(D)"
"1475",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 ","6800","(D)"
"1476",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ","55809","29"
"1477",2021,"CALIFORNIA","STRAWBERRIES","BEARING "," TREATED"," AVG"," MEASURED IN PCT OF AREA BEARING","CHEMICAL"," OTHER","TOTAL",NA,"86"
"1478",2021,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," ACRES HARVESTED",NA,NA,"TOTAL",NA,NA,NA,"12,300"
"1479",2021,"FLORIDA","STRAWBERRIES","STRAWBERRIES "," YIELD",NA," MEASURED IN CWT / ACRE","TOTAL",NA,NA,NA,"230"
